Line;Errors;Warnings;sku;ean;sku_manufacturer;brand;manufacturer;mm_category_id;merchant_category;title;description;product_url;image_1;image_2;image_3;image_4;image_5;cross_sell_sku;Sample_SKU;manufacturer_pdf;product_information_pdf;repairability_index_pdf;product_instructions_pdf;safety_information_pdf;refrigeration_devices_information_pdf;eu_energy_efficiency_class_url;unit_count;unit_count_type;ParentSKU;parent_title;length;length_unit;width;width_unit;height;height_unit;weight;weight_unit;volume;volume_unit;light_output;light_output_unit;power;power_unit;voltage;voltage_unit;battery_life;battery_life_unit;amperage;amperage_unit;rotational_speed;rotational_speed_unit;max._flow_rate;max._flow_rate_unit;noise_level;noise_level_unit;pressure;pressure_unit;colour;finish;shape;ip_rating;cap_fitting;energy_efficiency_rating;size;connection_type;pipe_thread_size;working_width_/_diameter;working_width_/_diameter_unit;disc_/_blade_diameter;disc_/_blade_diameter_unit;coverage;coverage_unit;light_colour;center-to-center_distance;center-to-center_distance_unit;engine_capacity;engine_capacity_unit;number_of_seats;number_of_seats_unit;power_source;fixing_method;maximum_load;maximum_load_unit;power_supply;style;battery_technology;number_of_batteries;number_of_batteries_unit;range;range_unit;angle,_tilt;angle,_tilt_unit;pcs_per_pack;pcs_per_pack_unit;warranty;warranty_unit;availability_of_spare_parts;availability_of_spare_parts_unit;volume_in_litres;volume_in_litres_unit;tank/collection_capacity;tank/collection_capacity_unit;indoor_/_outdoor;type_of_electrical_installation;environmental_certification;type_of_power_connector;reparability_index;reparability_index_unit;paint_finish;colour_name;colour_code;battery_capacity;battery_capacity_unit;max._energy_efficiency_rating;min._energy_efficiency_rating;main_material;folding_thickness;folding_thickness_unit;folding_angle;folding_angle_unit;box_length;box_length_unit;box_width;box_width_unit;box_height;box_height_unit;screen_size_(in_inches);screen_size_(in_inches)_unit;product_price_vat_inc;sales;retail_price_vat_inc;eco_participation;min_quantity;increment;quantity_lower_bound_1;quantity_price_1;quantity_lower_bound_2;quantity_price_2;quantity_lower_bound_3;quantity_price_3;quantity;carrier_grid_1;carrier_grid_2;carrier_grid_3;carrier_grid_4;carrier_grid_5;carrier_grid_6;shipping_time_carrier_grid_1;shipping_time_carrier_grid_2;shipping_time_carrier_grid_3;shipping_time_carrier_grid_4;shipping_time_carrier_grid_5;shipping_time_carrier_grid_6;DisplayWeight
1067;product_price_vat_inc field is mandatory;;5-plastic-storage-drawers-large-tall-tower-units-for-home-office;5056061810657;5-plastic-storage-drawers-large-tall-tower-units-for-home-office;STORM TRADING GROUP;STORM TRADING GROUP;20353;;5 Plastic Storage Drawers Large Tall Tower Units for Home & Office;"<ul>
<li>LARGE STORAGE SOLUTION - Smooth open &amp; close operation, these storage boxes can be used for many purposes such as on the table top or bedside. They are also suitable for storing clothes, tools, toys, stationary &amp; documents.</li>
<li>DIMENSIONS: 28.5cm (W) x 35cm (D) x 78cm (H) Approx - Choose from a Pack of 1 Unit (5 storage draws) or a Pack of 2 Units (10 storage draws 2 x 5)</li>
<li>PERFECT FOR ANY SETTING: Available in 3 different colours black, pink and silver frame design with clear drawers multi-purpose storage units suitable for organising any room of the home with generous sized drawers</li>
<li>MODULAR DRAWERS &amp; STRONG MATERIAL - Transparent plastic (polypropylene) for viewing, these are completely modular drawers so can be swapped out, rearranged and remodelled. They are pre-assembled but easy to take apart if needed.</li>
<li>LARGE A4+ SIZE: Our 5 drawer plastic storage unit can accommodate a4+ size items and is perfect for any room of your home; it's clear plastic and unobtrusive design means it can act as storage in the bathroom, bedroom, kitchen, garage or anywhere else you could think of.</li>
</ul>";;https://cdn.shopify.com/s/files/1/0919/8400/3399/files/53.jpg?v=1758115206;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;;;;;;;0;UK Mainland;;;;;;3#5;;;;;;
1068;;displayWeight is mandatory when use_grid is true;COMMODE_CREAM_3-1;5056061810664;COMMODE_CREAM_3-1;STORM TRADING GROUP;STORM TRADING GROUP;20353;;3,4 Or 5 Cream & Grey Stylish Rattan Effect Storage Tower Commode Baskets;"<ul>
<li>STYLISH DRAWER RATTAN BASKET COMMODES - These stylish looking rattan drawer plastic storage units are perfect for any room of your home; It can act as great storage in the bathroom, bedroom, kitchen, garage or anywhere else you could think of.</li>
<li>CREAM OR GREY COLOUR STORAGE– Two beautiful colours to choose from, perfect fit for any home, we have all drawer sizes from 3 drawers to 5, suitable for storing clothes, tools, toys, stationary &amp; important documents.</li>
<li>3 DRAWER SIZE: H48cm x L29cm x W24cm (Approx) - These are completely modular drawers so can be swapped out, rearranged and remodelled. They are pre-assembled but easy to take apart if needed.</li>
<li>4 DRAWER SIZE: H65cm x L29cm x W24cm (Approx) - Cream or Grey frame design with pull out drawer’s multi-purpose storage units suitable for any organising any room of the home with generous sized drawers. They are easy to wipe and maintain.</li>
<li>5 DRAWER SIZE: H80cm x L29cm x W24cm - Rattan basket commodes is a great storing solution for limited spaces. Aesthetically looking, made of solid, safe (bpa, phthalate free) material is ideal for such places as bathroom, wardrobe, kids’ room or office.</li>
</ul>";;https://cdn.shopify.com/s/files/1/0919/8400/3399/files/1_2d6d42ca-b965-4cea-80f5-0f8233f99b7c.jpg?v=1758115144;;;;;;;;;;;;;;;;3-4-or-5-cream-grey-stylish-rattan-effect-storage-tower-commode-baskets;3,4 Or 5 Cream & Grey Stylish Rattan Effect Storage Tower Commode Baskets;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;Count;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;19.170000000000002;;;;1;1;;;;;;;4995;UK Mainland;;;;;;3#5;;;;;;
1069;;displayWeight is mandatory when use_grid is true;COMMODE_CREAM_3-2;5056061810671;COMMODE_CREAM_3-2;STORM TRADING GROUP;STORM TRADING GROUP;20353;;3,4 Or 5 Cream & Grey Stylish Rattan Effect Storage Tower Commode Baskets;"<ul>
<li>STYLISH DRAWER RATTAN BASKET COMMODES - These stylish looking rattan drawer plastic storage units are perfect for any room of your home; It can act as great storage in the bathroom, bedroom, kitchen, garage or anywhere else you could think of.</li>
<li>CREAM OR GREY COLOUR STORAGE– Two beautiful colours to choose from, perfect fit for any home, we have all drawer sizes from 3 drawers to 5, suitable for storing clothes, tools, toys, stationary &amp; important documents.</li>
<li>3 DRAWER SIZE: H48cm x L29cm x W24cm (Approx) - These are completely modular drawers so can be swapped out, rearranged and remodelled. They are pre-assembled but easy to take apart if needed.</li>
<li>4 DRAWER SIZE: H65cm x L29cm x W24cm (Approx) - Cream or Grey frame design with pull out drawer’s multi-purpose storage units suitable for any organising any room of the home with generous sized drawers. They are easy to wipe and maintain.</li>
<li>5 DRAWER SIZE: H80cm x L29cm x W24cm - Rattan basket commodes is a great storing solution for limited spaces. Aesthetically looking, made of solid, safe (bpa, phthalate free) material is ideal for such places as bathroom, wardrobe, kids’ room or office.</li>
</ul>";;https://cdn.shopify.com/s/files/1/0919/8400/3399/files/CREAM_RATTAN_DRAWER_1.jpg?v=1758115144;;;;;;;;;;;;;;;;3-4-or-5-cream-grey-stylish-rattan-effect-storage-tower-commode-baskets;3,4 Or 5 Cream & Grey Stylish Rattan Effect Storage Tower Commode Baskets;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;Count;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;37.5;;;;1;1;;;;;;;5000;UK Mainland;;;;;;3#5;;;;;;
1070;;displayWeight is mandatory when use_grid is true;COMMODE_GREY_3-1;5056061810688;COMMODE_GREY_3-1;STORM TRADING GROUP;STORM TRADING GROUP;20353;;3,4 Or 5 Cream & Grey Stylish Rattan Effect Storage Tower Commode Baskets;"<ul>
<li>STYLISH DRAWER RATTAN BASKET COMMODES - These stylish looking rattan drawer plastic storage units are perfect for any room of your home; It can act as great storage in the bathroom, bedroom, kitchen, garage or anywhere else you could think of.</li>
<li>CREAM OR GREY COLOUR STORAGE– Two beautiful colours to choose from, perfect fit for any home, we have all drawer sizes from 3 drawers to 5, suitable for storing clothes, tools, toys, stationary &amp; important documents.</li>
<li>3 DRAWER SIZE: H48cm x L29cm x W24cm (Approx) - These are completely modular drawers so can be swapped out, rearranged and remodelled. They are pre-assembled but easy to take apart if needed.</li>
<li>4 DRAWER SIZE: H65cm x L29cm x W24cm (Approx) - Cream or Grey frame design with pull out drawer’s multi-purpose storage units suitable for any organising any room of the home with generous sized drawers. They are easy to wipe and maintain.</li>
<li>5 DRAWER SIZE: H80cm x L29cm x W24cm - Rattan basket commodes is a great storing solution for limited spaces. Aesthetically looking, made of solid, safe (bpa, phthalate free) material is ideal for such places as bathroom, wardrobe, kids’ room or office.</li>
</ul>";;https://cdn.shopify.com/s/files/1/0919/8400/3399/files/RATTSN_GREY_DRAWERS_2.jpg?v=1758115144;;;;;;;;;;;;;;;;3-4-or-5-cream-grey-stylish-rattan-effect-storage-tower-commode-baskets;3,4 Or 5 Cream & Grey Stylish Rattan Effect Storage Tower Commode Baskets;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;Count;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;19.170000000000002;;;;1;1;;;;;;;4981;UK Mainland;;;;;;3#5;;;;;;
1071;;displayWeight is mandatory when use_grid is true;COMMODE_GREY_3-2;5056061810695;COMMODE_GREY_3-2;STORM TRADING GROUP;STORM TRADING GROUP;20353;;3,4 Or 5 Cream & Grey Stylish Rattan Effect Storage Tower Commode Baskets;"<ul>
<li>STYLISH DRAWER RATTAN BASKET COMMODES - These stylish looking rattan drawer plastic storage units are perfect for any room of your home; It can act as great storage in the bathroom, bedroom, kitchen, garage or anywhere else you could think of.</li>
<li>CREAM OR GREY COLOUR STORAGE– Two beautiful colours to choose from, perfect fit for any home, we have all drawer sizes from 3 drawers to 5, suitable for storing clothes, tools, toys, stationary &amp; important documents.</li>
<li>3 DRAWER SIZE: H48cm x L29cm x W24cm (Approx) - These are completely modular drawers so can be swapped out, rearranged and remodelled. They are pre-assembled but easy to take apart if needed.</li>
<li>4 DRAWER SIZE: H65cm x L29cm x W24cm (Approx) - Cream or Grey frame design with pull out drawer’s multi-purpose storage units suitable for any organising any room of the home with generous sized drawers. They are easy to wipe and maintain.</li>
<li>5 DRAWER SIZE: H80cm x L29cm x W24cm - Rattan basket commodes is a great storing solution for limited spaces. Aesthetically looking, made of solid, safe (bpa, phthalate free) material is ideal for such places as bathroom, wardrobe, kids’ room or office.</li>
</ul>";;https://cdn.shopify.com/s/files/1/0919/8400/3399/files/CREAM_RATTAN_DRAWER_4.jpg?v=1758115144;;;;;;;;;;;;;;;;3-4-or-5-cream-grey-stylish-rattan-effect-storage-tower-commode-baskets;3,4 Or 5 Cream & Grey Stylish Rattan Effect Storage Tower Commode Baskets;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;Count;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;37.5;;;;1;1;;;;;;;4998;UK Mainland;;;;;;3#5;;;;;;
1072;;displayWeight is mandatory when use_grid is true;COMMODE_CREAM_4-1;5056061810701;COMMODE_CREAM_4-1;STORM TRADING GROUP;STORM TRADING GROUP;20353;;3,4 Or 5 Cream & Grey Stylish Rattan Effect Storage Tower Commode Baskets;"<ul>
<li>STYLISH DRAWER RATTAN BASKET COMMODES - These stylish looking rattan drawer plastic storage units are perfect for any room of your home; It can act as great storage in the bathroom, bedroom, kitchen, garage or anywhere else you could think of.</li>
<li>CREAM OR GREY COLOUR STORAGE– Two beautiful colours to choose from, perfect fit for any home, we have all drawer sizes from 3 drawers to 5, suitable for storing clothes, tools, toys, stationary &amp; important documents.</li>
<li>3 DRAWER SIZE: H48cm x L29cm x W24cm (Approx) - These are completely modular drawers so can be swapped out, rearranged and remodelled. They are pre-assembled but easy to take apart if needed.</li>
<li>4 DRAWER SIZE: H65cm x L29cm x W24cm (Approx) - Cream or Grey frame design with pull out drawer’s multi-purpose storage units suitable for any organising any room of the home with generous sized drawers. They are easy to wipe and maintain.</li>
<li>5 DRAWER SIZE: H80cm x L29cm x W24cm - Rattan basket commodes is a great storing solution for limited spaces. Aesthetically looking, made of solid, safe (bpa, phthalate free) material is ideal for such places as bathroom, wardrobe, kids’ room or office.</li>
</ul>";;https://cdn.shopify.com/s/files/1/0919/8400/3399/files/RATTAN_GREY_DRAWERS_5.jpg?v=1758115144;;;;;;;;;;;;;;;;3-4-or-5-cream-grey-stylish-rattan-effect-storage-tower-commode-baskets;3,4 Or 5 Cream & Grey Stylish Rattan Effect Storage Tower Commode Baskets;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;Count;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;27.5;;;;1;1;;;;;;;4992;UK Mainland;;;;;;3#5;;;;;;
1073;;displayWeight is mandatory when use_grid is true;COMMODE_CREAM_4-2;5056061810718;COMMODE_CREAM_4-2;STORM TRADING GROUP;STORM TRADING GROUP;20353;;3,4 Or 5 Cream & Grey Stylish Rattan Effect Storage Tower Commode Baskets;"<ul>
<li>STYLISH DRAWER RATTAN BASKET COMMODES - These stylish looking rattan drawer plastic storage units are perfect for any room of your home; It can act as great storage in the bathroom, bedroom, kitchen, garage or anywhere else you could think of.</li>
<li>CREAM OR GREY COLOUR STORAGE– Two beautiful colours to choose from, perfect fit for any home, we have all drawer sizes from 3 drawers to 5, suitable for storing clothes, tools, toys, stationary &amp; important documents.</li>
<li>3 DRAWER SIZE: H48cm x L29cm x W24cm (Approx) - These are completely modular drawers so can be swapped out, rearranged and remodelled. They are pre-assembled but easy to take apart if needed.</li>
<li>4 DRAWER SIZE: H65cm x L29cm x W24cm (Approx) - Cream or Grey frame design with pull out drawer’s multi-purpose storage units suitable for any organising any room of the home with generous sized drawers. They are easy to wipe and maintain.</li>
<li>5 DRAWER SIZE: H80cm x L29cm x W24cm - Rattan basket commodes is a great storing solution for limited spaces. Aesthetically looking, made of solid, safe (bpa, phthalate free) material is ideal for such places as bathroom, wardrobe, kids’ room or office.</li>
</ul>";;https://cdn.shopify.com/s/files/1/0919/8400/3399/files/CREAM_RATTAN_DRAWER_6.jpg?v=1758115144;;;;;;;;;;;;;;;;3-4-or-5-cream-grey-stylish-rattan-effect-storage-tower-commode-baskets;3,4 Or 5 Cream & Grey Stylish Rattan Effect Storage Tower Commode Baskets;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;Count;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;54.17;;;;1;1;;;;;;;5000;UK Mainland;;;;;;3#5;;;;;;
1074;;displayWeight is mandatory when use_grid is true;COMMODE_GREY_4-1;5056061810725;COMMODE_GREY_4-1;STORM TRADING GROUP;STORM TRADING GROUP;20353;;3,4 Or 5 Cream & Grey Stylish Rattan Effect Storage Tower Commode Baskets;"<ul>
<li>STYLISH DRAWER RATTAN BASKET COMMODES - These stylish looking rattan drawer plastic storage units are perfect for any room of your home; It can act as great storage in the bathroom, bedroom, kitchen, garage or anywhere else you could think of.</li>
<li>CREAM OR GREY COLOUR STORAGE– Two beautiful colours to choose from, perfect fit for any home, we have all drawer sizes from 3 drawers to 5, suitable for storing clothes, tools, toys, stationary &amp; important documents.</li>
<li>3 DRAWER SIZE: H48cm x L29cm x W24cm (Approx) - These are completely modular drawers so can be swapped out, rearranged and remodelled. They are pre-assembled but easy to take apart if needed.</li>
<li>4 DRAWER SIZE: H65cm x L29cm x W24cm (Approx) - Cream or Grey frame design with pull out drawer’s multi-purpose storage units suitable for any organising any room of the home with generous sized drawers. They are easy to wipe and maintain.</li>
<li>5 DRAWER SIZE: H80cm x L29cm x W24cm - Rattan basket commodes is a great storing solution for limited spaces. Aesthetically looking, made of solid, safe (bpa, phthalate free) material is ideal for such places as bathroom, wardrobe, kids’ room or office.</li>
</ul>";;https://cdn.shopify.com/s/files/1/0919/8400/3399/files/RATTAN_GREY_DRAWERS_7.jpg?v=1758115144;;;;;;;;;;;;;;;;3-4-or-5-cream-grey-stylish-rattan-effect-storage-tower-commode-baskets;3,4 Or 5 Cream & Grey Stylish Rattan Effect Storage Tower Commode Baskets;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;Count;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;27.5;;;;1;1;;;;;;;4997;UK Mainland;;;;;;3#5;;;;;;
1075;;displayWeight is mandatory when use_grid is true;COMMODE_GREY_4-2;5056061810732;COMMODE_GREY_4-2;STORM TRADING GROUP;STORM TRADING GROUP;20353;;3,4 Or 5 Cream & Grey Stylish Rattan Effect Storage Tower Commode Baskets;"<ul>
<li>STYLISH DRAWER RATTAN BASKET COMMODES - These stylish looking rattan drawer plastic storage units are perfect for any room of your home; It can act as great storage in the bathroom, bedroom, kitchen, garage or anywhere else you could think of.</li>
<li>CREAM OR GREY COLOUR STORAGE– Two beautiful colours to choose from, perfect fit for any home, we have all drawer sizes from 3 drawers to 5, suitable for storing clothes, tools, toys, stationary &amp; important documents.</li>
<li>3 DRAWER SIZE: H48cm x L29cm x W24cm (Approx) - These are completely modular drawers so can be swapped out, rearranged and remodelled. They are pre-assembled but easy to take apart if needed.</li>
<li>4 DRAWER SIZE: H65cm x L29cm x W24cm (Approx) - Cream or Grey frame design with pull out drawer’s multi-purpose storage units suitable for any organising any room of the home with generous sized drawers. They are easy to wipe and maintain.</li>
<li>5 DRAWER SIZE: H80cm x L29cm x W24cm - Rattan basket commodes is a great storing solution for limited spaces. Aesthetically looking, made of solid, safe (bpa, phthalate free) material is ideal for such places as bathroom, wardrobe, kids’ room or office.</li>
</ul>";;https://cdn.shopify.com/s/files/1/0919/8400/3399/files/1_2d6d42ca-b965-4cea-80f5-0f8233f99b7c.jpg?v=1758115144;;;;;;;;;;;;;;;;3-4-or-5-cream-grey-stylish-rattan-effect-storage-tower-commode-baskets;3,4 Or 5 Cream & Grey Stylish Rattan Effect Storage Tower Commode Baskets;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;Count;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;54.17;;;;1;1;;;;;;;5000;UK Mainland;;;;;;3#5;;;;;;
1076;;displayWeight is mandatory when use_grid is true;COMMODE_CREAM_5-1;5056061810749;COMMODE_CREAM_5-1;STORM TRADING GROUP;STORM TRADING GROUP;20353;;3,4 Or 5 Cream & Grey Stylish Rattan Effect Storage Tower Commode Baskets;"<ul>
<li>STYLISH DRAWER RATTAN BASKET COMMODES - These stylish looking rattan drawer plastic storage units are perfect for any room of your home; It can act as great storage in the bathroom, bedroom, kitchen, garage or anywhere else you could think of.</li>
<li>CREAM OR GREY COLOUR STORAGE– Two beautiful colours to choose from, perfect fit for any home, we have all drawer sizes from 3 drawers to 5, suitable for storing clothes, tools, toys, stationary &amp; important documents.</li>
<li>3 DRAWER SIZE: H48cm x L29cm x W24cm (Approx) - These are completely modular drawers so can be swapped out, rearranged and remodelled. They are pre-assembled but easy to take apart if needed.</li>
<li>4 DRAWER SIZE: H65cm x L29cm x W24cm (Approx) - Cream or Grey frame design with pull out drawer’s multi-purpose storage units suitable for any organising any room of the home with generous sized drawers. They are easy to wipe and maintain.</li>
<li>5 DRAWER SIZE: H80cm x L29cm x W24cm - Rattan basket commodes is a great storing solution for limited spaces. Aesthetically looking, made of solid, safe (bpa, phthalate free) material is ideal for such places as bathroom, wardrobe, kids’ room or office.</li>
</ul>";;https://cdn.shopify.com/s/files/1/0919/8400/3399/files/1_2d6d42ca-b965-4cea-80f5-0f8233f99b7c.jpg?v=1758115144;;;;;;;;;;;;;;;;3-4-or-5-cream-grey-stylish-rattan-effect-storage-tower-commode-baskets;3,4 Or 5 Cream & Grey Stylish Rattan Effect Storage Tower Commode Baskets;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;Count;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;31.67;;;;1;1;;;;;;;5000;UK Mainland;;;;;;3#5;;;;;;
1077;;displayWeight is mandatory when use_grid is true;COMMODE_CREAM_5-2;5056061810756;COMMODE_CREAM_5-2;STORM TRADING GROUP;STORM TRADING GROUP;20353;;3,4 Or 5 Cream & Grey Stylish Rattan Effect Storage Tower Commode Baskets;"<ul>
<li>STYLISH DRAWER RATTAN BASKET COMMODES - These stylish looking rattan drawer plastic storage units are perfect for any room of your home; It can act as great storage in the bathroom, bedroom, kitchen, garage or anywhere else you could think of.</li>
<li>CREAM OR GREY COLOUR STORAGE– Two beautiful colours to choose from, perfect fit for any home, we have all drawer sizes from 3 drawers to 5, suitable for storing clothes, tools, toys, stationary &amp; important documents.</li>
<li>3 DRAWER SIZE: H48cm x L29cm x W24cm (Approx) - These are completely modular drawers so can be swapped out, rearranged and remodelled. They are pre-assembled but easy to take apart if needed.</li>
<li>4 DRAWER SIZE: H65cm x L29cm x W24cm (Approx) - Cream or Grey frame design with pull out drawer’s multi-purpose storage units suitable for any organising any room of the home with generous sized drawers. They are easy to wipe and maintain.</li>
<li>5 DRAWER SIZE: H80cm x L29cm x W24cm - Rattan basket commodes is a great storing solution for limited spaces. Aesthetically looking, made of solid, safe (bpa, phthalate free) material is ideal for such places as bathroom, wardrobe, kids’ room or office.</li>
</ul>";;https://cdn.shopify.com/s/files/1/0919/8400/3399/files/1_2d6d42ca-b965-4cea-80f5-0f8233f99b7c.jpg?v=1758115144;;;;;;;;;;;;;;;;3-4-or-5-cream-grey-stylish-rattan-effect-storage-tower-commode-baskets;3,4 Or 5 Cream & Grey Stylish Rattan Effect Storage Tower Commode Baskets;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;Count;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;62.5;;;;1;1;;;;;;;4998;UK Mainland;;;;;;3#5;;;;;;
1078;;displayWeight is mandatory when use_grid is true;COMMODE_GREY_5-1;5056061810763;COMMODE_GREY_5-1;STORM TRADING GROUP;STORM TRADING GROUP;20353;;3,4 Or 5 Cream & Grey Stylish Rattan Effect Storage Tower Commode Baskets;"<ul>
<li>STYLISH DRAWER RATTAN BASKET COMMODES - These stylish looking rattan drawer plastic storage units are perfect for any room of your home; It can act as great storage in the bathroom, bedroom, kitchen, garage or anywhere else you could think of.</li>
<li>CREAM OR GREY COLOUR STORAGE– Two beautiful colours to choose from, perfect fit for any home, we have all drawer sizes from 3 drawers to 5, suitable for storing clothes, tools, toys, stationary &amp; important documents.</li>
<li>3 DRAWER SIZE: H48cm x L29cm x W24cm (Approx) - These are completely modular drawers so can be swapped out, rearranged and remodelled. They are pre-assembled but easy to take apart if needed.</li>
<li>4 DRAWER SIZE: H65cm x L29cm x W24cm (Approx) - Cream or Grey frame design with pull out drawer’s multi-purpose storage units suitable for any organising any room of the home with generous sized drawers. They are easy to wipe and maintain.</li>
<li>5 DRAWER SIZE: H80cm x L29cm x W24cm - Rattan basket commodes is a great storing solution for limited spaces. Aesthetically looking, made of solid, safe (bpa, phthalate free) material is ideal for such places as bathroom, wardrobe, kids’ room or office.</li>
</ul>";;https://cdn.shopify.com/s/files/1/0919/8400/3399/files/1_2d6d42ca-b965-4cea-80f5-0f8233f99b7c.jpg?v=1758115144;;;;;;;;;;;;;;;;3-4-or-5-cream-grey-stylish-rattan-effect-storage-tower-commode-baskets;3,4 Or 5 Cream & Grey Stylish Rattan Effect Storage Tower Commode Baskets;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;Count;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;31.67;;;;1;1;;;;;;;4994;UK Mainland;;;;;;3#5;;;;;;
1079;;displayWeight is mandatory when use_grid is true;COMMODE_GREY_5-2;5056061810770;COMMODE_GREY_5-2;STORM TRADING GROUP;STORM TRADING GROUP;20353;;3,4 Or 5 Cream & Grey Stylish Rattan Effect Storage Tower Commode Baskets;"<ul>
<li>STYLISH DRAWER RATTAN BASKET COMMODES - These stylish looking rattan drawer plastic storage units are perfect for any room of your home; It can act as great storage in the bathroom, bedroom, kitchen, garage or anywhere else you could think of.</li>
<li>CREAM OR GREY COLOUR STORAGE– Two beautiful colours to choose from, perfect fit for any home, we have all drawer sizes from 3 drawers to 5, suitable for storing clothes, tools, toys, stationary &amp; important documents.</li>
<li>3 DRAWER SIZE: H48cm x L29cm x W24cm (Approx) - These are completely modular drawers so can be swapped out, rearranged and remodelled. They are pre-assembled but easy to take apart if needed.</li>
<li>4 DRAWER SIZE: H65cm x L29cm x W24cm (Approx) - Cream or Grey frame design with pull out drawer’s multi-purpose storage units suitable for any organising any room of the home with generous sized drawers. They are easy to wipe and maintain.</li>
<li>5 DRAWER SIZE: H80cm x L29cm x W24cm - Rattan basket commodes is a great storing solution for limited spaces. Aesthetically looking, made of solid, safe (bpa, phthalate free) material is ideal for such places as bathroom, wardrobe, kids’ room or office.</li>
</ul>";;https://cdn.shopify.com/s/files/1/0919/8400/3399/files/1_2d6d42ca-b965-4cea-80f5-0f8233f99b7c.jpg?v=1758115144;;;;;;;;;;;;;;;;3-4-or-5-cream-grey-stylish-rattan-effect-storage-tower-commode-baskets;3,4 Or 5 Cream & Grey Stylish Rattan Effect Storage Tower Commode Baskets;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;Count;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;62.5;;;;1;1;;;;;;;5000;UK Mainland;;;;;;3#5;;;;;;
